"ym","cd","csd","csdname","cases","recips","depchld"
"200309","53","023","Prince George",3190,5046,1615
"200309","55","014","Dawson Creek",590,924,285
"200309","55","034","Fort St. John",329,518,170
"200310","01","022","Cranbrook",653,1050,341
"200310","03","004","Creston",233,346,95
"200310","03","015","Nelson",525,744,189
"200310","03","045","Castlegar",233,347,98
"200310","03","052","Central Kootenay H",134,193,48
"200310","05","014","Trail",395,553,127
"200310","05","032","Grand Forks",245,359,94
"200310","07","014","Oliver",274,419,117
"200310","07","035","Summerland",163,233,55
"200310","07","041","Penticton",1401,2004,504
"200310","07","055","Okanagan-Similkameen H",242,350,73
"200310","09","009","Hope",416,666,188
"200310","09","020","Chilliwack",2243,3640,1213
"200310","09","052","Abbotsford",2472,3930,1264
"200310","09","056","Mission",1078,1693,529
"200310","15","001","Langley Township",957,1427,413
"200310","15","002","Langley City",841,1242,348
"200310","15","004","Surrey",8963,14653,4800
"200310","15","007","White Rock",255,303,37
"200310","15","011","Delta",1338,1952,524
"200310","15","015","Richmond",1856,2821,790
"200310","15","022","Vancouver",23123,30087,5777
"200310","15","025","Burnaby",4601,7196,2111
"200310","15","029","New Westminster",2373,3287,698
"200310","15","034","Coquitlam",1649,2639,795
"200310","15","039","Port Coquitlam",1075,1578,432
"200310","15","043","Port Moody",299,454,130
"200310","15","046","North Vancouver DM",696,927,186
"200310","15","051","North Vancouver City",1138,1553,322
"200310","15","055","West Vancouver",208,245,32
"200310","15","070","Pitt Meadows",272,411,116
"200310","15","075","Maple Ridge",1427,2071,548
"200310","17","010","Sidney",190,266,67
"200310","17","015","Central Saanich",137,174,32
"200310","17","021","Saanich",2201,2944,649
"200310","17","027","Saltspring Island",206,280,64
"200310","17","034","Victoria",3836,4970,960
"200310","17","040","Esquimalt",894,1295,326
"200310","17","041","Colwood",195,297,92
"200310","17","044","Langford",475,731,222
"200310","17","047","View Royal",154,203,43
"200310","17","052","Sooke",351,512,128
"200310","19","008","North Cowichan",1006,1729,632
"200310","19","012","Duncan",382,675,247
"200310","19","016","Lake Cowichan",242,428,154
"200310","21","007","Nanaimo",3952,6079,1765
"200310","21","010","Nanaimo A",202,315,92
"200310","21","018","Parksville",332,501,144
"200310","21","032","Nanaimo F",273,397,98
"200310","23","008","Port Alberni",1125,1841,592
"200310","24","034","Campbell River",1176,1869,584
"200310","26","005","Comox",185,273,77
"200310","26","010","Courtenay",1135,1818,595
"200310","27","008","Powell River",739,1127,312
"200310","29","011","Sechelt",298,468,145
"200310","31","006","Squamish",299,456,136
"200310","33","042","Kamloops",2793,4237,1230
"200310","35","010","Kelowna",2934,4265,1116
"200310","35","029","West Kelowna",391,651,223
"200310","35","802","Tsinstikeptum 9",196,307,85
"200310","37","014","Vernon",1688,2597,750
"200310","37","028","Armstrong",139,207,62
"200310","39","032","Salmon Arm",532,801,223
"200310","41","005","One Hundred Mile House",155,262,87
"200310","41","009","Williams Lake",485,828,290
"200310","41","013","Quesnel",545,858,260
"200310","43","023","Port Hardy",137,233,78
"200310","47","012","Prince Rupert",690,1214,424
"200310","49","005","Kitimat",260,456,166
"200310","49","011","Terrace",767,1447,552
"200310","51","007","Vanderhoof",188,316,104
"200310","51","043","Smithers",279,474,165
"200310","53","023","Prince George",3118,4894,1549
"200310","55","014","Dawson Creek",589,919,279
"200310","55","034","Fort St. John",314,510,177
"200311","01","022","Cranbrook",636,998,310
"200311","03","004","Creston",229,337,92
"200311","03","015","Nelson",528,740,184
"200311","03","045","Castlegar",234,347,100
"200311","03","052","Central Kootenay H",135,192,49
"200311","05","014","Trail",390,547,125
"200311","05","032","Grand Forks",248,364,97
"200311","07","014","Oliver",274,399,103
"200311","07","035","Summerland",159,221,46
"200311","07","041","Penticton",1402,1998,499
"200311","07","055","Okanagan-Similkameen H",244,363,87
"200311","09","009","Hope",420,681,197
"200311","09","020","Chilliwack",2223,3552,1152
"200311","09","052","Abbotsford",2442,3862,1229
"200311","09","056","Mission",1068,1674,524
"200311","15","001","Langley Township",942,1402,403
"200311","15","002","Langley City",857,1266,353
"200311","15","004","Surrey",8902,14427,4659
"200311","15","007","White Rock",258,308,40
"200311","15","011","Delta",1326,1929,516
"200311","15","015","Richmond",1799,2705,735
"200311","15","022","Vancouver",22969,29781,5641
"200311","15","025","Burnaby",4515,6999,2025
"200311","15","029","New Westminster",2354,3214,657
"200311","15","034","Coquitlam",1598,2519,745
"200311","15","039","Port Coquitlam",1054,1549,422
"200311","15","043","Port Moody",293,436,123
"200311","15","046","North Vancouver DM",711,933,178
"200311","15","051","North Vancouver City",1121,1536,318
"200311","15","055","West Vancouver",208,249,36
"200311","15","070","Pitt Meadows",267,399,110
"200311","15","075","Maple Ridge",1419,2055,547
"200311","17","010","Sidney",190,266,69
"200311","17","015","Central Saanich",141,184,38
"200311","17","021","Saanich",2174,2918,650
"200311","17","027","Saltspring Island",211,279,58
"200311","17","034","Victoria",3843,4937,919
"200311","17","040","Esquimalt",903,1297,323
"200311","17","041","Colwood",192,301,98
"200311","17","044","Langford",470,713,210
"200311","17","047","View Royal",162,216,48
"200311","17","052","Sooke",359,522,127
"200311","19","008","North Cowichan",993,1715,623
"200311","19","012","Duncan",388,693,256
"200311","19","016","Lake Cowichan",242,419,148
"200311","21","007","Nanaimo",3792,5830,1691
"200311","21","010","Nanaimo A",200,314,93
"200311","21","018","Parksville",323,499,150
"200311","21","032","Nanaimo F",268,390,98
"200311","23","008","Port Alberni",1121,1812,575
"200311","24","034","Campbell River",1154,1814,551
"200311","26","005","Comox",184,277,81
"200311","26","010","Courtenay",1142,1829,598
"200311","27","008","Powell River",731,1093,290
"200311","29","011","Sechelt",299,454,131
"200311","31","006","Squamish",296,449,131
"200311","33","042","Kamloops",2740,4123,1179
"200311","35","010","Kelowna",2908,4192,1069
"200311","35","029","West Kelowna",391,644,217
"200311","35","802","Tsinstikeptum 9",192,306,89
"200311","37","014","Vernon",1699,2646,785
"200311","37","028","Armstrong",140,220,71
"200311","39","032","Salmon Arm",539,806,220
"200311","41","005","One Hundred Mile House",151,254,84
"200311","41","009","Williams Lake",490,839,298
"200311","41","013","Quesnel",526,816,238
"200311","43","023","Port Hardy",138,252,94
"200311","47","012","Prince Rupert",743,1327,472
"200311","49","005","Kitimat",247,427,151
"200311","49","011","Terrace",741,1383,520
"200311","51","007","Vanderhoof",191,325,111
"200311","51","043","Smithers",280,472,161
"200311","53","023","Prince George",3043,4796,1521
"200311","55","014","Dawson Creek",583,911,275
"200311","55","034","Fort St. John",324,508,166
"200312","01","022","Cranbrook",642,1015,316
"200312","03","004","Creston",229,341,96
"200312","03","015","Nelson",529,736,177
"200312","03","045","Castlegar",237,340,92
"200312","03","052","Central Kootenay H",134,197,54
"200312","05","014","Trail",396,561,129
"200312","05","032","Grand Forks",252,373,97
"200312","07","014","Oliver",271,402,107
"200312","07","035","Summerland",158,214,41
"200312","07","041","Penticton",1436,2051,514
"200312","07","055","Okanagan-Similkameen H",245,363,86
"200312","09","009","Hope",430,705,204
"200312","09","020","Chilliwack",2239,3570,1151
"200312","09","052","Abbotsford",2441,3858,1222
"200312","09","056","Mission",1072,1647,497
"200312","15","001","Langley Township",937,1382,387
"200312","15","002","Langley City",836,1236,339
"200312","15","004","Surrey",8917,14395,4628
"200312","15","007","White Rock",256,300,34
"200312","15","011","Delta",1295,1859,480
"200312","15","015","Richmond",1808,2689,713
"200312","15","022","Vancouver",22883,29638,5583
"200312","15","025","Burnaby",4509,7000,2029
"200312","15","029","New Westminster",2367,3222,658
"200312","15","034","Coquitlam",1594,2515,748
"200312","15","039","Port Coquitlam",1029,1500,398
"200312","15","043","Port Moody",296,443,124
"200312","15","046","North Vancouver DM",709,932,179
"200312","15","051","North Vancouver City",1121,1527,307
"200312","15","055","West Vancouver",204,241,32
"200312","15","070","Pitt Meadows",288,429,118
"200312","15","075","Maple Ridge",1413,2034,532
"200312","17","010","Sidney",193,265,65
"200312","17","015","Central Saanich",140,179,35
"200312","17","021","Saanich",2162,2891,639
"200312","17","027","Saltspring Island",205,274,59
"200312","17","034","Victoria",3888,4995,929
"200312","17","040","Esquimalt",895,1265,307
"200312","17","041","Colwood",186,285,87
"200312","17","044","Langford",475,711,203
"200312","17","047","View Royal",152,202,45
"200312","17","052","Sooke",352,516,129
"200312","19","008","North Cowichan",982,1691,614
"200312","19","012","Duncan",405,721,265
"200312","19","016","Lake Cowichan",244,417,143
"200312","21","007","Nanaimo",3775,5767,1654
"200312","21","010","Nanaimo A",193,308,94
"200312","21","018","Parksville",334,513,154
"200312","21","032","Nanaimo F",269,387,94
"200312","23","008","Port Alberni",1144,1852,588
"200312","24","034","Campbell River",1174,1841,564
"200312","26","005","Comox",195,296,88
"200312","26","010","Courtenay",1141,1813,582
"200312","27","008","Powell River",746,1115,300
"200312","29","011","Sechelt",302,464,136
"200312","31","006","Squamish",301,465,140
"200312","33","042","Kamloops",2781,4167,1170
"200312","35","010","Kelowna",2893,4131,1020
"200312","35","029","West Kelowna",395,657,223
"200312","35","802","Tsinstikeptum 9",196,309,91
"200312","37","014","Vernon",1706,2631,763
"200312","37","028","Armstrong",147,218,64
"200312","39","032","Salmon Arm",554,820,218
"200312","41","005","One Hundred Mile House",155,258,82
"200312","41","009","Williams Lake",482,820,288
"200312","41","013","Quesnel",539,829,239
"200312","43","023","Port Hardy",143,250,89
"200312","47","012","Prince Rupert",774,1383,496
"200312","49","005","Kitimat",252,432,150
"200312","49","011","Terrace",749,1403,532
"200312","51","007","Vanderhoof",189,328,115
"200312","51","043","Smithers",276,474,169
"200312","53","023","Prince George",3044,4773,1495
"200312","55","014","Dawson Creek",586,924,281
"200312","55","034","Fort St. John",317,487,154
"200401","01","022","Cranbrook",639,1002,304
"200401","03","004","Creston",234,359,106
"200401","03","015","Nelson",539,756,189
"200401","03","045","Castlegar",244,345,89
"200401","03","052","Central Kootenay H",132,197,55
"200401","05","014","Trail",399,555,120
"200401","05","032","Grand Forks",249,365,92
"200401","07","014","Oliver",274,407,108
"200401","07","035","Summerland",157,216,44
"200401","07","041","Penticton",1468,2122,536
"200401","07","055","Okanagan-Similkameen H",250,371,88
"200401","09","009","Hope",430,707,206
"200401","09","020","Chilliwack",2273,3640,1176
"200401","09","052","Abbotsford",2460,3842,1190
"200401","09","056","Mission",1085,1667,499
"200401","15","001","Langley Township",970,1425,395
"200401","15","002","Langley City",832,1209,319
"200401","15","004","Surrey",8988,14518,4679
"200401","15","007","White Rock",269,320,40
"200401","15","011","Delta",1292,1840,467
"200401","15","015","Richmond",1819,2710,725
"200401","15","022","Vancouver",22975,29659,5527
"200401","15","025","Burnaby",4525,7006,2016
"200401","15","029","New Westminster",2361,3227,668
"200401","15","034","Coquitlam",1606,2499,721
"200401","15","039","Port Coquitlam",1012,1476,392
"200401","15","043","Port Moody",298,447,124
"200401","15","046","North Vancouver DM",735,959,181
"200401","15","051","North Vancouver City",1114,1517,301
"200401","15","055","West Vancouver",197,236,34
"200401","15","070","Pitt Meadows",283,424,118
"200401","15","075","Maple Ridge",1429,2042,525
"200401","17","010","Sidney",198,276,70
"200401","17","015","Central Saanich",149,192,38
"200401","17","021","Saanich",2130,2847,628
"200401","17","027","Saltspring Island",202,270,57
"200401","17","034","Victoria",3959,5096,960
"200401","17","040","Esquimalt",906,1292,314
"200401","17","041","Colwood",188,291,90
"200401","17","044","Langford",463,677,183
"200401","17","047","View Royal",154,206,47
"200401","17","052","Sooke",352,516,129
"200401","19","008","North Cowichan",1002,1716,616
"200401","19","012","Duncan",410,727,268
"200401","19","016","Lake Cowichan",241,411,139
"200401","21","007","Nanaimo",3785,5765,1635
"200401","21","010","Nanaimo A",203,323,98
"200401","21","018","Parksville",333,509,150
"200401","21","032","Nanaimo F",266,388,100
"200401","23","008","Port Alberni",1158,1868,592
"200401","24","034","Campbell River",1203,1892,579
"200401","26","005","Comox",194,303,95
"200401","26","010","Courtenay",1159,1834,581
"200401","27","008","Powell River",766,1149,309
"200401","29","011","Sechelt",302,459,130
"200401","31","006","Squamish",305,464,135
"200401","33","042","Kamloops",2789,4160,1153
"200401","35","010","Kelowna",2966,4239,1042
"200401","35","029","West Kelowna",403,668,228
"200401","35","802","Tsinstikeptum 9",204,323,99
"200401","37","014","Vernon",1723,2685,796
"200401","37","028","Armstrong",157,224,60
"200401","39","032","Salmon Arm",564,842,227
"200401","41","005","One Hundred Mile House",162,262,79
"200401","41","009","Williams Lake",479,823,296
"200401","41","013","Quesnel",556,862,252
"200401","43","023","Port Hardy",135,233,82
"200401","47","012","Prince Rupert",799,1411,492
"200401","49","005","Kitimat",254,435,154
"200401","49","011","Terrace",768,1439,538
"200401","51","007","Vanderhoof",204,350,118
"200401","51","043","Smithers",288,498,179
"200401","53","023","Prince George",3060,4817,1507
"200401","55","014","Dawson Creek",590,928,278
"200401","55","034","Fort St. John",320,487,149
"200402","01","022","Cranbrook",639,994,296
"200402","03","004","Creston",232,345,97
"200402","03","015","Nelson",530,745,184
"200402","03","045","Castlegar",240,337,85
"200402","03","052","Central Kootenay H",136,204,56
"200402","05","014","Trail",394,540,113
"200402","05","032","Grand Forks",250,374,98
"200402","07","014","Oliver",276,394,97
"200402","07","035","Summerland",156,212,42
"200402","07","041","Penticton",1493,2165,550
"200402","07","055","Okanagan-Similkameen H",252,379,91
"200402","09","009","Hope",443,719,206
"200402","09","020","Chilliwack",2329,3703,1189
"200402","09","052","Abbotsford",2467,3831,1165
"200402","09","056","Mission",1082,1644,483
"200402","15","001","Langley Township",969,1410,383
"200402","15","002","Langley City",832,1196,307
"200402","15","004","Surrey",9006,14515,4664
"200402","15","007","White Rock",271,316,37
"200402","15","011","Delta",1304,1853,474
"200402","15","015","Richmond",1827,2695,707
