"ym","cmaca","cases","recips","depchld"
"199708","970",5228,9345,3673
"199708","975",1100,1991,783
"199708","977",678,1299,544
"199708","NOT RECONCILED",533,632,84
"199709","",18634,34033,12915
"199709","905",1189,2200,867
"199709","907",978,1618,571
"199709","910",762,1295,459
"199709","913",2233,3831,1366
"199709","915",5414,9884,3824
"199709","918",2533,4584,1760
"199709","920",643,1183,443
"199709","925",5111,9054,3361
"199709","930",3711,6812,2704
"199709","932",5869,11238,4643
"199709","933",82789,134040,42862
"199709","934",509,943,384
"199709","935",14108,21980,6771
"199709","936",4,5,1
"199709","937",2020,3836,1549
"199709","938",5965,10723,4026
"199709","939",919,1646,620
"199709","940",1649,3048,1190
"199709","943",3035,5578,2175
"199709","944",1807,3369,1348
"199709","945",952,1582,523
"199709","950",1029,1899,746
"199709","952",1379,2564,990
"199709","955",1310,2534,1001
"199709","965",1224,2360,941
"199709","970",5013,8966,3523
"199709","975",1026,1882,752
"199709","977",638,1218,513
"199709","NOT RECONCILED",554,654,85
"199710","",18464,33538,12577
"199710","905",1161,2140,840
"199710","907",945,1548,535
"199710","910",754,1256,440
"199710","913",2203,3736,1301
"199710","915",5260,9481,3595
"199710","918",2495,4479,1706
"199710","920",609,1096,401
"199710","925",4851,8586,3191
"199710","930",3677,6754,2675
"199710","932",5775,10940,4480
"199710","933",81648,131802,41882
"199710","934",516,944,377
"199710","935",13912,21547,6581
"199710","936",3,4,1
"199710","937",1974,3749,1511
"199710","938",5703,10179,3765
"199710","939",881,1556,576
"199710","940",1624,2979,1146
"199710","943",2953,5360,2051
"199710","944",1785,3309,1308
"199710","945",946,1569,521
"199710","950",992,1794,684
"199710","952",1337,2453,926
"199710","955",1369,2643,1029
"199710","965",1194,2307,925
"199710","970",4841,8630,3377
"199710","975",1014,1845,724
"199710","977",618,1152,475
"199710","NOT RECONCILED",542,640,79
"199711","",18868,34065,12639
"199711","905",1207,2201,852
"199711","907",928,1509,521
"199711","910",776,1295,453
"199711","913",2200,3731,1297
"199711","915",5247,9378,3528
"199711","918",2452,4364,1640
"199711","920",598,1105,421
"199711","925",4807,8442,3115
"199711","930",3656,6707,2644
"199711","932",5728,10799,4403
"199711","933",80949,130368,41184
"199711","934",516,913,342
"199711","935",13902,21355,6387
"199711","936",4,5,1
"199711","937",1956,3700,1486
"199711","938",5703,10139,3717
"199711","939",880,1578,590
"199711","940",1641,2969,1118
"199711","943",2975,5400,2072
"199711","944",1801,3311,1288
"199711","945",930,1537,510
"199711","950",984,1796,700
"199711","952",1358,2527,963
"199711","955",1415,2715,1044
"199711","965",1189,2279,906
"199711","970",4837,8595,3332
"199711","975",1009,1814,693
"199711","977",636,1132,440
"199711","NOT RECONCILED",496,594,83
"199712","",19607,35171,12862
"199712","905",1233,2226,843
"199712","907",934,1499,495
"199712","910",769,1306,465
"199712","913",2207,3708,1265
"199712","915",5403,9585,3540
"199712","918",2511,4473,1664
"199712","920",616,1095,395
"199712","925",4824,8520,3155
"199712","930",3705,6738,2621
"199712","932",5820,10860,4370
"199712","933",81136,130460,41063
"199712","934",544,955,353
"199712","935",14057,21562,6406
"199712","936",3,4,1
"199712","937",2001,3759,1490
"199712","938",5806,10284,3750
"199712","939",944,1687,622
"199712","940",1695,3026,1112
"199712","943",3039,5491,2087
"199712","944",1862,3384,1289
"199712","945",933,1543,509
"199712","950",1016,1848,711
"199712","952",1370,2535,954
"199712","955",1433,2717,1035
"199712","965",1230,2340,913
"199712","970",4987,8796,3374
"199712","975",1023,1834,693
"199712","977",636,1143,447
"199712","NOT RECONCILED",450,550,87
"199801","",20431,36652,13290
"199801","905",1300,2336,876
"199801","907",968,1546,505
"199801","910",772,1287,443
"199801","913",2262,3818,1303
"199801","915",5583,9922,3653
"199801","918",2557,4521,1653
"199801","920",649,1138,403
"199801","925",4978,8727,3191
"199801","930",3852,7010,2723
"199801","932",5902,11066,4464
"199801","933",82668,132612,41509
"199801","934",599,1063,392
"199801","935",14418,21956,6417
"199801","936",5,8,3
"199801","937",2078,3891,1526
"199801","938",5969,10496,3772
"199801","939",1021,1862,699
"199801","940",1768,3170,1167
"199801","943",3136,5656,2133
"199801","944",1955,3572,1361
"199801","945",942,1572,518
"199801","950",1032,1868,711
"199801","952",1447,2691,1003
"199801","955",1457,2751,1043
"199801","965",1295,2414,915
"199801","970",5176,9050,3414
"199801","975",1054,1891,715
"199801","977",657,1147,431
"199801","NOT RECONCILED",417,518,90
"199802","",20468,36597,13207
"199802","905",1290,2320,861
"199802","907",981,1554,499
"199802","910",804,1340,457
"199802","913",2286,3792,1260
"199802","915",5541,9742,3539
"199802","918",2566,4500,1621
"199802","920",652,1148,409
"199802","925",4986,8666,3114
"199802","930",3871,7071,2756
"199802","932",5908,11046,4442
"199802","933",82337,131813,41054
"199802","934",610,1072,394
"199802","935",14381,21777,6282
"199802","936",6,9,3
"199802","937",2044,3818,1489
"199802","938",6018,10464,3704
"199802","939",1009,1823,671
"199802","940",1770,3180,1163
"199802","943",3111,5643,2130
"199802","944",1964,3607,1368
"199802","945",958,1596,524
"199802","950",1049,1894,718
"199802","952",1444,2667,991
"199802","955",1438,2710,1032
"199802","965",1307,2428,907
"199802","970",5139,8971,3362
"199802","975",1032,1830,682
"199802","977",688,1179,429
"199802","NOT RECONCILED",404,499,84
"199803","",20261,36155,13028
"199803","905",1277,2277,836
"199803","907",982,1554,494
"199803","910",825,1373,471
"199803","913",2334,3889,1310
"199803","915",5511,9690,3534
"199803","918",2575,4501,1617
"199803","920",673,1184,423
"199803","925",4994,8652,3100
"199803","930",3820,7054,2787
"199803","932",5910,11013,4408
"199803","933",81899,131081,40838
"199803","934",617,1074,399
"199803","935",14315,21541,6123
"199803","936",3,6,3
"199803","937",2025,3813,1509
"199803","938",6010,10407,3660
"199803","939",994,1760,627
"199803","940",1755,3147,1157
"199803","943",3101,5587,2103
"199803","944",1963,3584,1361
"199803","945",960,1613,535
"199803","950",1081,1955,752
"199803","952",1455,2652,978
"199803","955",1450,2701,1011
"199803","965",1320,2456,916
"199803","970",5109,8898,3318
"199803","975",1029,1811,669
"199803","977",655,1112,391
"199803","NOT RECONCILED",410,503,81
"199804","",19769,35414,12887
"199804","905",1259,2244,824
"199804","907",982,1573,514
"199804","910",828,1354,451
"199804","913",2305,3853,1302
"199804","915",5437,9604,3542
"199804","918",2514,4380,1576
"199804","920",645,1141,408
"199804","925",4891,8496,3064
"199804","930",3788,6970,2745
"199804","932",5852,10861,4343
"199804","933",80485,128840,40148
"199804","934",584,1017,380
"199804","935",14084,21184,6036
"199804","936",3,6,3
"199804","937",2017,3766,1476
"199804","938",5967,10333,3640
"199804","939",960,1715,622
"199804","940",1726,3110,1154
"199804","943",3012,5417,2041
"199804","944",1931,3514,1332
"199804","945",954,1587,522
"199804","950",1103,2005,765
"199804","952",1431,2596,949
"199804","955",1408,2608,978
"199804","965",1303,2440,919
"199804","970",5033,8846,3338
"199804","975",1007,1753,640
"199804","977",618,1080,400
"199804","NOT RECONCILED",416,502,78
"199805","",19652,35294,12887
"199805","905",1233,2206,819
"199805","907",952,1525,496
"199805","910",808,1333,445
"199805","913",2285,3789,1271
"199805","915",5312,9289,3385
"199805","918",2500,4322,1540
"199805","920",640,1148,417
"199805","925",4921,8560,3093
"199805","930",3779,6928,2735
"199805","932",5837,10843,4344
"199805","933",79886,128114,40129
"199805","934",590,1035,392
"199805","935",13932,20863,5913
"199805","936",5,11,6
"199805","937",1994,3746,1479
"199805","938",5959,10291,3621
"199805","939",928,1647,596
"199805","940",1736,3143,1180
"199805","943",3000,5405,2051
"199805","944",1878,3433,1309
"199805","945",928,1530,495
"199805","950",1118,2055,792
"199805","952",1442,2590,939
"199805","955",1414,2660,1017
"199805","965",1340,2477,916
"199805","970",5138,9085,3454
"199805","975",998,1741,639
"199805","977",625,1115,414
"199805","NOT RECONCILED",403,519,100
"199806","",19245,34675,12765
"199806","905",1212,2205,839
"199806","907",950,1537,511
"199806","910",802,1315,438
"199806","913",2234,3710,1252
"199806","915",5158,9055,3328
"199806","918",2462,4311,1572
"199806","920",649,1157,427
"199806","925",4879,8529,3122
"199806","930",3745,6884,2737
"199806","932",5819,10829,4350
"199806","933",78825,126541,39785
"199806","934",560,998,393
"199806","935",13644,20613,5961
"199806","936",5,11,6
"199806","937",1977,3729,1484
"199806","938",5967,10337,3657
"199806","939",903,1627,610
"199806","940",1723,3156,1204
"199806","943",2971,5362,2048
"199806","944",1826,3336,1273
"199806","945",936,1552,507
"199806","950",1115,2068,799
"199806","952",1423,2574,940
"199806","955",1443,2684,1011
"199806","965",1334,2471,918
"199806","970",5203,9221,3510
"199806","975",972,1724,649
"199806","977",613,1075,398
"199806","NOT RECONCILED",408,515,90
"199807","",19033,34415,12780
"199807","905",1210,2228,867
"199807","907",958,1560,524
"199807","910",805,1345,462
"199807","913",2193,3639,1233
"199807","915",5034,8965,3356
"199807","918",2449,4294,1576
"199807","920",648,1165,440
"199807","925",4852,8473,3111
"199807","930",3670,6738,2677
"199807","932",5719,10692,4324
"199807","933",78133,125645,39667
"199807","934",539,955,372
"199807","935",13456,20395,5952
"199807","936",4,9,5
"199807","937",1967,3695,1463
"199807","938",6007,10384,3660
"199807","939",903,1619,607
"199807","940",1751,3167,1198
"199807","943",2929,5332,2063
"199807","944",1841,3334,1258
"199807","945",951,1588,526
"199807","950",1069,2021,809
"199807","952",1381,2535,951
"199807","955",1531,2863,1078
"199807","965",1346,2521,947
"199807","970",5111,9107,3507
"199807","975",943,1672,633
"199807","977",598,1059,396
"199807","NOT RECONCILED",391,523,119
"199808","",18501,33575,12562
"199808","905",1170,2161,845
"199808","907",917,1525,527
"199808","910",781,1310,452
"199808","913",2164,3584,1236
"199808","915",4981,8813,3292
"199808","918",2439,4285,1587
"199808","920",625,1128,429
"199808","925",4760,8370,3111
"199808","930",3610,6661,2669
"199808","932",5611,10521,4278
"199808","933",76888,124113,39474
"199808","934",526,932,360
"199808","935",13390,20258,5887
"199808","936",3,8,5
"199808","937",1949,3655,1444
"199808","938",5820,10085,3587
"199808","939",891,1619,624
"199808","940",1628,2935,1116
"199808","943",2876,5242,2022
"199808","944",1798,3324,1293
"199808","945",941,1611,546
"199808","950",1014,1911,770
"199808","952",1338,2490,958
"199808","955",1375,2557,971
"199808","965",1280,2446,952
"199808","970",5025,9062,3536
"199808","975",927,1659,635
"199808","977",610,1086,411
"199808","NOT RECONCILED",392,524,121
"199809","",18076,32698,12171
"199809","905",1121,2084,819
"199809","907",889,1469,504
"199809","910",782,1307,449
"199809","913",2111,3454,1167
"199809","915",4924,8693,3224
"199809","918",2410,4238,1586
"199809","920",618,1105,410
"199809","925",4676,8179,3021
"199809","930",3559,6500,2565
"199809","932",5469,10210,4125
"199809","933",76007,122769,39127
"199809","934",499,871,332
"199809","935",13241,20060,5846
"199809","936",3,8,5
"199809","937",1909,3572,1410
"199809","938",5698,9877,3524
"199809","939",881,1618,632
"199809","940",1624,2907,1094
"199809","943",2852,5192,2003
"199809","944",1780,3266,1257
"199809","945",949,1604,537
"199809","950",979,1837,736
"199809","952",1321,2496,979
"199809","955",1192,2199,834
"199809","965",1253,2389,919
"199809","970",4941,8854,3444
"199809","975",928,1640,617
"199809","977",615,1089,409
"199809","NOT RECONCILED",370,505,125
"199810","",17858,31996,11739
"199810","905",1078,1984,758
"199810","907",852,1384,462
"199810","910",749,1235,416
"199810","913",2132,3494,1176
"199810","915",4863,8523,3117
"199810","918",2376,4139,1516
"199810","920",625,1138,428
"199810","925",4502,7802,2825
"199810","930",3507,6370,2501
"199810","932",5380,9990,4007
"199810","933",75035,120964,38372
"199810","934",523,901,336
"199810","935",13013,19633,5656
"199810","936",4,10,6
"199810","937",1869,3486,1377
"199810","938",5509,9473,3345
"199810","939",877,1575,590
"199810","940",1590,2833,1051
"199810","943",2786,5010,1895
"199810","944",1802,3282,1249
"199810","945",931,1574,530
"199810","950",957,1788,700
"199810","952",1298,2450,957
"199810","955",1211,2253,850
"199810","965",1190,2253,868
"199810","970",4854,8577,3272
"199810","975",948,1653,612
"199810","977",638,1117,421
"199810","NOT RECONCILED",350,450,91
"199811","",17995,31890,11522
"199811","905",1051,1907,717
"199811","907",845,1365,452
"199811","910",739,1216,403
"199811","913",2160,3539,1176
"199811","915",4811,8309,2970
"199811","918",2349,4085,1485
"199811","920",621,1114,414
"199811","925",4452,7715,2779
"199811","930",3496,6328,2471
"199811","932",5340,9948,3998
"199811","933",73996,118969,37606
"199811","934",529,915,343
"199811","935",12994,19493,5528
"199811","936",5,9,4
"199811","937",1894,3526,1383
"199811","938",5441,9306,3242
"199811","939",851,1506,551
"199811","940",1546,2741,1008
"199811","943",2786,4998,1884
"199811","944",1801,3222,1206
"199811","945",885,1504,511
"199811","950",970,1809,706
"199811","952",1307,2432,929
"199811","955",1285,2376,879
"199811","965",1210,2284,865
"199811","970",4863,8506,3173
"199811","975",961,1672,610
"199811","977",665,1136,406
"199811","NOT RECONCILED",323,422,88
"199812","",18698,33087,11850
"199812","905",1108,2025,769
"199812","907",864,1417,481
"199812","910",759,1237,406
"199812","913",2196,3581,1182
"199812","915",4890,8434,2985
"199812","918",2381,4159,1516
"199812","920",616,1086,395
"199812","925",4591,7872,2794
"199812","930",3541,6389,2472
"199812","932",5406,10017,4000
"199812","933",74289,119174,37500
"199812","934",534,921,338
"199812","935",13328,19946,5606
"199812","936",5,9,4
"199812","937",1917,3522,1358
"199812","938",5583,9510,3297
"199812","939",880,1559,566
"199812","940",1584,2773,1009
"199812","943",2855,5106,1907
"199812","944",1846,3289,1229
"199812","945",929,1558,520
"199812","950",999,1856,720
"199812","952",1358,2509,951
"199812","955",1300,2367,866
"199812","965",1239,2352,892
"199812","970",5004,8701,3217
"199812","975",979,1702,621
"199812","977",716,1217,431
"199812","NOT RECONCILED",309,407,91
"199901","",19123,33897,12086
"199901","905",1161,2111,787
"199901","907",905,1475,495
"199901","910",780,1267,418
"199901","913",2287,3742,1238
"199901","915",5046,8670,3037
"199901","918",2421,4206,1508
"199901","920",657,1163,418
"199901","925",4747,8115,2851
"199901","930",3597,6477,2500
"199901","932",5493,10197,4063
"199901","933",75103,120247,37665
"199901","934",555,956,346
"199901","935",13432,19991,5525
"199901","936",5,9,4
"199901","937",1957,3586,1374
"199901","938",5749,9779,3363
"199901","939",924,1637,587
"199901","940",1637,2885,1055
"199901","943",2930,5250,1964
"199901","944",1878,3370,1250
"199901","945",975,1643,550
"199901","950",1049,1913,718
"199901","952",1377,2550,965
"199901","955",1296,2365,869
"199901","965",1269,2393,899
"199901","970",5122,8891,3272
"199901","975",1022,1785,651
"199901","977",719,1221,432
"199901","NOT RECONCILED",264,352,78
"199902","",19214,33958,12043
"199902","905",1173,2136,802
"199902","907",891,1439,476
"199902","910",790,1286,428
"199902","913",2296,3753,1237
"199902","915",5139,8838,3090
"199902","918",2404,4158,1485
"199902","920",671,1159,400
"199902","925",4833,8234,2855
"199902","930",3598,6459,2480
"199902","932",5524,10192,4029
"199902","933",74961,119840,37428
"199902","934",565,945,333
"199902","935",13486,20041,5510
"199902","936",5,9,4
"199902","937",1998,3659,1395
"199902","938",5759,9801,3355
"199902","939",950,1666,592
"199902","940",1631,2876,1054
"199902","943",2948,5230,1928
"199902","944",1890,3381,1250
"199902","945",991,1662,553
"199902","950",1084,1940,715
"199902","952",1370,2538,957
"199902","955",1299,2362,863
"199902","965",1271,2389,890
"199902","970",5163,8881,3219
"199902","975",1000,1720,610
"199902","977",725,1224,425
"199902","NOT RECONCILED",265,357,86
"199903","",19150,33781,11986
"199903","905",1138,2074,781
"199903","907",941,1510,493
"199903","910",790,1281,424
"199903","913",2321,3795,1251
"199903","915",5146,8807,3077
"199903","918",2377,4127,1487
"199903","920",669,1171,411
